Study number,Study authors & year,Number of samples,Number of mislabeled samples,fraction fish mislabeled,Fraud map category,Sampling Area (where retail fish purchased),Country,Date of Study,repeat?,fish name (sortable),seafood type,Label,Actual. (Latin),Actual. (Common),Species group,Total. N (mislabeled),Point in supply chain,Amount of processing,Notes,Health Risk,Species Geographic Range,IUCN Conservation Status,Reference ,Publishing date,Type of study,Website,In fraud map?,Fraud Map ID#,In endnote?,Mislabeling (DNA verified),Potentially Farmed?,farmed n,Fraud/mislabeling?,,,,,,,,,
119,DOJ 2002,,,,instance,"North Miami Beach, FL",USA,2002,,"caviar, Atlantic lumpfish roe","caviar, Atlantic lumpfish roe",Atlantic lumpfish roe,Acipenseridae (Fam.),sturgeon ,caviar/roe,1,importer,,A man pleaded guilty to smuggling sturgeon roe (a CITES protected species) into the US. He admitted to smuggling more beluga caviar from Russia to the US than Russia's export quota for the year.,EC+AqD,,,United States Department of Justice. (2002) Company president pleads guilty to caviar smuggling conspiracy. United States Department of Justice Retrieved from http://www.justice.gov/archive/opa/pr/2002/August/02_enrd_492.htm.,2002,Government Report,,yes,,yes,,yes,,,,,,,,,,,
121,Warner et al. 2013,"1,215",401,0.33,25-50,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,amberjack,amberjack,amberjack (kampachi),Seriola rivoliana,almaco jack,jack,1,retail,,,NT,,LC,"Warner, Kimberly, Walker Timme, Beth Lowell and Michael Hirschfield. Oceana Study Reveals Seafood Fraud Nationwide. Oceana, 2013.",2013,NGO Report,,yes,64,yes,yes,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,amberjack,amberjack,"amberjack, farmed",Seriola rivoliana,almaco jack,jack,1,retail,,,NT,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,amberjack,amberjack,amberjack (kanpachi),Seriola rivoliana,almaco jack,jack,1,retail,,,NT,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea","Bass, Sea",seabass,Dissostichus eleginoides,Patagonian toothfish,toothfish,1,retail,,,M+P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea","Bass, Sea",seabass,Dissostichus eleginoides,Patagonian toothfish,toothfish,1,retail,,,M+P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea","Bass, Sea",seabass,Dissostichus eleginoides,Patagonian toothfish,toothfish,1,retail,,,M+P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea","Bass, Sea",S. Georgia Island seabass,Dissostichus eleginoides,Patagonian toothfish,toothfish,1,retail,,,M+P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea","Bass, Sea",seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea","Bass, Sea",New Zealand seabass,Hyperoglyphe antarctica,Antarctic Butterfish,butterfish,1,retail,,,,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea","Bass, Sea",seabass,Morone chrysops,White bass,bass,1,retail,,,EC+AqD,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Chilean","Bass, sea",Chilean Seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Chilean","Bass, sea",Chilean Seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Chilean","Bass, sea",Chilean Seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Chilean","Bass, sea",Chilean Seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Chilean","Bass, sea",Chilean Seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Chilean","Bass, sea",Chilean Seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Chilean","Bass, sea",Chilean Seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Chilean","Bass, sea",Chilean Seabass,Dissostichus mawsoni,Antarctic toothfish,toothfish,1,retail,,,M,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Corvina","Bass, Sea",corvina (seabass),Cynoscion albus,whitefin weakfish,weakfish,1,retail,,,EC,,DD,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Suzuki","Bass, Sea",suzuki seabass,Morone chrysops,White bass,bass,1,retail,,,EC+AqD,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Sea-Suzuki","Bass, Sea",suzuki seabass,Morone chrysops,White bass,bass,1,retail,,,EC+AqD,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Striped",bass,striped bass,Morone chrysops,White bass,bass,1,retail,,,EC+AqD,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Striped",bass,striped bass,Morone chrysops,White bass,bass,1,retail,,,EC+AqD,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Striped",bass,striped bass,Morone chrysops,White bass,bass,1,retail,,,EC+AqD,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Striped",bass,striped bass,Morone chrysops,White bass,bass,1,retail,,,EC+AqD,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Bass, Striped",bass,striped bass,Pagrus major,Red seabream,seabream,1,retail,,,,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"blackfish, Atlantic",blackfish,Atlantic blackfish,Tautoga onitis,Tautog,Tautog,1,retail,,,EC,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,butterfish,butterfish,butterfish,Anoplopoma fimbria,sablefish,sablefish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,butterfish,butterfish,butterfish,Anoplopoma fimbria,sablefish,sablefish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,butterfish,butterfish,butterfish,Anoplopoma fimbria,sablefish,sablefish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,cod,cod,cod fish,Gadus chalcogrammus,Alaska pollock,pollock,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Alaska",cod,Alaska cod,Oreochromis spp.,tilapia,tilapia,1,retail,,,EC+AqD,,,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Alaska",cod,Alaska cod,Gadus morhua,Atlantic cod,cod,1,retail,,,EC,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Alaska",cod,"cod, Alaska",Sebastes ruberrimus,yelloweye rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Alaska",cod,Alaska Cod,Talismania bifurcata,"Slickhead, threadfin",slickhead,1,retail,,,na,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,North Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Hippoglossus stenolepis,Pacific halibut,halibut,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Sciaenops ocellatus,Red drum ,drum,1,retail,,,EC+AqD,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Atlantic",cod,Atlantic cod,Urophycis tenuis,White hake,hake,1,retail,,,,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, black",cod,black cod,Anoplopoma fimbria,sablefish,sablefish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, black",cod,black cod,Anoplopoma fimbria,sablefish,sablefish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, black",cod,black cod,Anoplopoma fimbria,sablefish,sablefish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Icelandic",cod,Icelandic/Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Icelandic",cod,Icelandic/Atlantic cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Pacific",cod,Pacific cod,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",1,retail,,,EC+AqD,,,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Pacific",cod,Pacific cod,Gadus morhua,Atlantic cod,cod,1,retail,,,EC,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Pacific",cod,Pacific cod,Gadus morhua,Atlantic cod,cod,1,retail,,,EC,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Pacific",cod,Wild Pacific cod,Gadus morhua,Atlantic cod,cod,1,retail,,,EC,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Rock",cod,Local. rock cod,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",1,retail,,,EC+AqD,,,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"cod, Rock",cod,rock cod,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",1,retail,,,EC+AqD,,,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
